type,weight,fragile,destination
Documents,1.1,False,Kuala Lumpur
Electronics,14.6,True,Kuala Lumpur
Furniture,47.2,False,Kuching
Electronics,18.7,True,Kota Kinabalu
Clothing,1.8,False,Kuching
Electronics,16.8,True,Penang
Documents,0.5,False,Kuala Lumpur
Machinery,64.8,False,Johor Bahru
Machinery,54.3,False,Kuching
Food,6.7,False,Kuala Lumpur
Furniture,49.5,False,Kuching
Documents,1.6,False,Johor Bahru
Electronics,13.4,True,Kuala Lumpur
Food,5.8,True,Kota Kinabalu
Food,2.7,True,Kota Kinabalu
Electronics,16.7,True,Kota Kinabalu
Machinery,34.2,True,Kota Kinabalu
Machinery,49.5,False,Kuching
Clothing,4.2,False,Kuching
Machinery,60.7,False,Johor Bahru
Machinery,46.6,False,Penang
Electronics,10.1,True,Kota Kinabalu
Furniture,23.8,True,Penang
Documents,0.7,False,Kuala Lumpur
Machinery,48.4,False,Kuching
Furniture,34.2,True,Kuching
Electronics,12.5,False,Kuching
Machinery,33.5,True,Kuala Lumpur
Food,7.7,True,Penang
Machinery,57.2,False,Kuala Lumpur
Furniture,48.0,False,Johor Bahru
Machinery,68.7,True,Johor Bahru
Food,5.3,False,Kuching
Electronics,16.4,True,Johor Bahru
Furniture,32.8,False,Penang
Machinery,54.7,True,Johor Bahru
Clothing,1.4,False,Penang
Documents,1.2,False,Kuching
Clothing,3.1,False,Penang
Furniture,33.4,False,Penang
Electronics,10.9,False,Kuching
Food,10.0,False,Johor Bahru
Machinery,40.7,False,Penang
Furniture,29.5,False,Kota Kinabalu
Machinery,64.7,False,Penang
Furniture,41.1,False,Kuala Lumpur
Machinery,46.3,False,Penang
Food,1.0,True,Johor Bahru
Documents,1.2,False,Penang
Electronics,17.6,False,Penang
Machinery,30.7,True,Kuala Lumpur
Electronics,13.2,False,Kuching
Documents,1.6,False,Penang
Documents,1.9,False,Johor Bahru
Clothing,2.9,False,Kuala Lumpur
Food,9.7,False,Penang
Clothing,1.2,False,Kuching
Documents,1.4,False,Kuala Lumpur
Electronics,13.5,False,Penang
Furniture,40.3,True,Johor Bahru
Furniture,32.4,True,Johor Bahru
Food,9.4,True,Kuching
Furniture,31.9,True,Johor Bahru
Clothing,1.9,True,Johor Bahru
Electronics,19.1,True,Johor Bahru
Clothing,3.7,False,Kota Kinabalu
Machinery,40.2,False,Kuala Lumpur
Electronics,5.6,True,Kota Kinabalu
Documents,1.2,False,Kuching
Machinery,63.3,False,Kuching
Machinery,31.9,False,Kota Kinabalu
Clothing,0.7,False,Kota Kinabalu
Furniture,41.4,False,Penang
Clothing,2.9,False,Kota Kinabalu
Food,8.9,False,Penang
Clothing,1.6,False,Johor Bahru
Clothing,4.8,False,Johor Bahru
Machinery,42.1,False,Kuching
Electronics,14.9,True,Kuala Lumpur
Electronics,12.9,True,Johor Bahru
Documents,1.8,False,Kuala Lumpur
Food,4.6,True,Johor Bahru
Clothing,1.3,True,Kota Kinabalu
Furniture,45.8,False,Kuala Lumpur
Furniture,27.7,False,Kuching
Electronics,7.3,True,Johor Bahru
Clothing,3.1,False,Johor Bahru
Documents,1.7,False,Kota Kinabalu
Food,4.0,False,Kuching
Clothing,4.5,False,Kuching
Machinery,68.4,True,Kota Kinabalu
Food,4.2,False,Kuala Lumpur
Furniture,22.9,False,Kuching
Documents,1.5,False,Penang
Electronics,19.6,True,Kota Kinabalu
Furniture,38.9,False,Kuala Lumpur
Documents,1.7,True,Kuching
Documents,1.0,False,Kota Kinabalu
Machinery,40.0,False,Kuching
Documents,0.5,True,Penang
Furniture,33.0,False,Penang
Electronics,18.1,True,Kuching
Clothing,4.3,False,Kuching
Food,2.5,False,Kuching
Clothing,4.1,False,Kuala Lumpur
Machinery,54.0,False,Penang
Documents,1.4,False,Penang
Electronics,14.1,True,Penang
Furniture,37.1,False,Penang
Furniture,20.3,False,Penang
Food,7.6,False,Penang
Food,9.4,False,Johor Bahru
Clothing,1.4,False,Kuching
Food,6.0,False,Kota Kinabalu
Food,5.8,False,Kota Kinabalu
Clothing,2.8,False,Penang
Electronics,18.2,True,Kuching
Clothing,0.5,False,Johor Bahru
Furniture,20.8,True,Kota Kinabalu
Machinery,67.8,False,Kota Kinabalu
Documents,1.8,False,Kuala Lumpur
Electronics,5.4,True,Kuching
Electronics,13.9,True,Kuala Lumpur
Food,8.7,False,Kota Kinabalu
Furniture,44.3,True,Johor Bahru
Food,6.5,True,Penang
Machinery,53.7,True,Kuala Lumpur
Electronics,5.3,True,Penang
Documents,0.7,True,Penang
Food,3.8,False,Kuala Lumpur
Furniture,32.8,False,Kuala Lumpur
Furniture,42.1,True,Kota Kinabalu
Furniture,24.7,False,Kota Kinabalu
Furniture,41.4,False,Kuching
Documents,1.2,False,Kuala Lumpur
Clothing,4.6,False,Kuching
Furniture,49.5,False,Kuala Lumpur
Food,3.3,True,Kota Kinabalu
Furniture,40.0,True,Penang
Clothing,1.5,False,Penang
Documents,1.9,False,Johor Bahru
Machinery,63.9,True,Johor Bahru
Food,1.5,False,Johor Bahru
Food,7.5,False,Kota Kinabalu
Food,5.9,True,Kuching
Furniture,28.9,False,Kuala Lumpur
Food,5.0,True,Kota Kinabalu
Electronics,10.1,True,Kuching
Documents,0.5,False,Kota Kinabalu
Clothing,3.0,False,Penang
Furniture,35.5,False,Penang
Clothing,3.0,True,Kuala Lumpur
Electronics,11.5,True,Kuala Lumpur
Furniture,47.6,False,Kota Kinabalu
Machinery,51.6,False,Kota Kinabalu
Furniture,30.0,False,Johor Bahru
Food,8.7,False,Kuala Lumpur
Electronics,6.8,True,Kuala Lumpur
Furniture,44.1,False,Kuala Lumpur
Food,8.0,False,Johor Bahru
Machinery,30.2,False,Kuala Lumpur
Clothing,0.9,False,Johor Bahru
Electronics,10.5,True,Penang
Clothing,3.3,False,Kuala Lumpur
Food,9.8,True,Penang
Furniture,35.4,True,Kuching
Electronics,14.6,True,Kuching
Food,9.8,False,Kuching
Furniture,40.0,True,Kuala Lumpur
Furniture,41.1,False,Johor Bahru
Documents,1.6,False,Penang
Furniture,36.5,False,Penang
Machinery,69.6,False,Kuala Lumpur
Electronics,11.2,True,Kota Kinabalu
Machinery,51.6,False,Kota Kinabalu
Documents,1.6,False,Johor Bahru
Machinery,54.8,False,Penang
Furniture,46.2,False,Penang
Electronics,18.6,True,Johor Bahru
Food,4.0,True,Penang
Furniture,29.2,True,Johor Bahru
Clothing,1.7,False,Penang
Machinery,30.8,False,Kuching
Machinery,66.4,False,Kuala Lumpur
Electronics,16.1,False,Penang
Clothing,0.5,False,Penang
Food,3.8,True,Kota Kinabalu
Furniture,34.1,True,Kota Kinabalu
Food,4.5,False,Kota Kinabalu
Food,2.9,True,Kuching
Documents,1.2,True,Kota Kinabalu
Machinery,48.4,True,Kota Kinabalu
Electronics,12.9,True,Kuching
Electronics,7.6,True,Kota Kinabalu
Clothing,3.0,False,Kuching
Clothing,4.4,False,Kota Kinabalu
Electronics,5.8,True,Kota Kinabalu
Clothing,2.5,False,Johor Bahru
Machinery,50.7,False,Kuala Lumpur
Documents,1.3,False,Johor Bahru
Electronics,14.3,True,Kota Kinabalu
Food,1.7,False,Johor Bahru
Documents,1.9,False,Penang
Food,2.6,False,Kuala Lumpur
Clothing,1.2,False,Johor Bahru
Machinery,55.4,True,Kuching
Furniture,45.6,False,Johor Bahru
Furniture,49.2,False,Johor Bahru
Food,9.0,False,Kuching
Food,8.5,False,Kota Kinabalu
Documents,0.5,False,Johor Bahru
Documents,0.9,False,Kuching
Food,8.7,True,Johor Bahru
Documents,0.7,False,Penang
Furniture,24.4,False,Kuching
Food,9.7,True,Kuching
Documents,1.4,False,Kuala Lumpur
Clothing,3.7,False,Penang
Food,1.5,False,Johor Bahru
Machinery,41.9,True,Johor Bahru
Food,3.1,True,Johor Bahru
Documents,1.3,False,Johor Bahru
Food,6.9,True,Kuala Lumpur
Electronics,17.6,False,Johor Bahru
Electronics,17.7,True,Kuala Lumpur
Clothing,2.9,False,Kuching
Furniture,49.3,False,Kota Kinabalu
Documents,1.0,False,Kuching
Clothing,4.0,False,Penang
Electronics,5.9,True,Kota Kinabalu
Electronics,8.5,True,Kuala Lumpur
Furniture,39.5,True,Penang
Furniture,30.1,False,Kuala Lumpur
Clothing,2.3,False,Kuching
Food,7.3,False,Penang
Documents,1.3,False,Penang
Food,7.0,True,Johor Bahru
Electronics,16.4,True,Kota Kinabalu
Machinery,46.3,False,Kuala Lumpur
Documents,1.2,False,Kuching
Clothing,2.0,False,Kota Kinabalu
Food,3.4,True,Kota Kinabalu
Documents,1.9,False,Kuala Lumpur
Clothing,4.4,False,Kuala Lumpur
Machinery,47.6,False,Kuala Lumpur
Food,1.4,False,Penang
Machinery,69.1,False,Penang
Electronics,18.4,False,Kota Kinabalu
Electronics,6.6,False,Kota Kinabalu
Electronics,6.5,True,Johor Bahru
Documents,0.6,False,Kuching
Furniture,28.3,False,Johor Bahru
Machinery,51.8,False,Penang
Machinery,61.4,False,Johor Bahru
Furniture,24.4,False,Kuala Lumpur
Machinery,67.5,False,Kota Kinabalu
Clothing,3.6,False,Kuala Lumpur
Electronics,19.7,True,Kuala Lumpur
Documents,0.9,False,Kuching
Documents,0.9,False,Kota Kinabalu
Documents,0.8,False,Kuala Lumpur
Furniture,42.3,False,Johor Bahru
Food,6.3,True,Kuching
Machinery,66.9,False,Kota Kinabalu
Clothing,4.6,False,Johor Bahru
Furniture,45.9,True,Penang
Clothing,3.7,False,Kuching
Machinery,58.9,False,Kuching
Furniture,32.3,True,Penang
Documents,1.4,False,Penang
Documents,1.3,False,Penang
Furniture,28.2,False,Kota Kinabalu
Food,2.8,True,Penang
Machinery,51.8,False,Johor Bahru
Food,6.8,True,Johor Bahru
Machinery,36.4,False,Kuala Lumpur
Food,1.4,True,Kuala Lumpur
Electronics,14.0,True,Johor Bahru
Electronics,17.7,True,Johor Bahru
Food,2.9,True,Kuching
Documents,0.5,False,Penang
Electronics,7.7,False,Kuching
Furniture,46.4,False,Kuala Lumpur
Machinery,65.3,False,Penang
Furniture,28.2,True,Kota Kinabalu
Machinery,33.8,False,Kuala Lumpur
Food,5.8,True,Kota Kinabalu
Documents,0.9,False,Penang
Clothing,0.6,False,Penang
Food,3.0,False,Kuching
Food,3.4,False,Kuala Lumpur
Machinery,35.5,False,Kuala Lumpur
Machinery,60.1,True,Kuching
Documents,0.9,False,Kuching
Documents,1.5,False,Kuching
Electronics,8.8,False,Penang
Furniture,26.4,True,Kota Kinabalu
Documents,1.1,False,Penang
Clothing,1.5,False,Johor Bahru
Documents,0.8,False,Kuala Lumpur
Clothing,4.8,False,Johor Bahru
Food,9.9,True,Kota Kinabalu
Food,8.1,False,Penang
Furniture,49.5,False,Johor Bahru
Electronics,8.7,True,Kuching
Machinery,60.5,False,Penang
Electronics,7.9,True,Penang
Machinery,56.9,False,Kuala Lumpur
Documents,1.5,False,Johor Bahru
Documents,1.1,False,Kuala Lumpur
Machinery,43.1,False,Johor Bahru
Food,2.0,True,Kuala Lumpur
Clothing,3.8,False,Johor Bahru
Electronics,10.1,True,Kota Kinabalu
Machinery,40.6,False,Kuala Lumpur
Furniture,34.9,False,Kuching
Electronics,15.0,False,Kuala Lumpur
Documents,0.7,False,Penang
Clothing,3.3,False,Kuala Lumpur
Food,2.1,False,Kota Kinabalu
Furniture,35.1,False,Kuching
Documents,1.7,False,Johor Bahru
Electronics,12.5,True,Johor Bahru
Food,8.7,True,Kota Kinabalu
Clothing,2.6,False,Kuching
Furniture,42.1,False,Penang
Clothing,2.1,False,Johor Bahru
Food,6.1,False,Penang
Machinery,48.8,False,Kuala Lumpur
Documents,1.3,False,Kuching
Furniture,24.2,False,Kuching
Machinery,36.1,False,Penang
Electronics,10.8,True,Johor Bahru
Electronics,6.7,True,Kota Kinabalu
Machinery,40.4,False,Kota Kinabalu
Documents,0.9,False,Kuching
Food,8.3,False,Johor Bahru
Machinery,60.7,True,Penang
Food,6.0,False,Kota Kinabalu
Documents,1.7,False,Kota Kinabalu
Documents,1.8,False,Kuching
Electronics,18.8,True,Penang
Food,7.5,False,Kuala Lumpur
Furniture,22.9,True,Johor Bahru
Clothing,2.4,False,Kuching
Food,3.1,True,Kuala Lumpur
Clothing,2.3,False,Kota Kinabalu
Documents,1.8,False,Johor Bahru
Documents,0.8,False,Kota Kinabalu
Clothing,1.1,False,Johor Bahru
Clothing,2.0,False,Johor Bahru
Clothing,4.0,False,Johor Bahru
Documents,0.6,False,Penang
Machinery,56.5,False,Kota Kinabalu
Food,4.2,True,Kuala Lumpur
Furniture,43.7,False,Kuching
Clothing,3.9,False,Kota Kinabalu
Food,3.9,True,Johor Bahru
Food,8.2,False,Kuching
Furniture,24.4,False,Johor Bahru
Clothing,1.3,False,Johor Bahru
Furniture,22.0,False,Kuala Lumpur
Electronics,12.4,True,Penang
Furniture,39.2,False,Kuching
Food,4.7,False,Penang
Electronics,7.2,True,Kuching
Food,1.1,False,Kuching
Clothing,3.8,False,Kuching
Food,6.2,False,Kota Kinabalu
Food,1.6,False,Kuala Lumpur
Electronics,17.1,True,Penang
Documents,1.7,False,Kota Kinabalu
Clothing,4.5,False,Kota Kinabalu
Food,3.3,True,Penang
Documents,1.4,False,Kuching
Clothing,3.6,False,Penang
Machinery,55.8,False,Kota Kinabalu
Documents,1.9,False,Kuching
Electronics,19.1,True,Kuching
Food,2.2,False,Kuching
Documents,1.2,False,Kuching
Clothing,1.0,False,Johor Bahru
Documents,1.0,False,Kuching
Furniture,34.4,False,Kota Kinabalu
Food,4.5,True,Kuching
Clothing,0.6,False,Penang
Clothing,3.9,False,Kuching
Furniture,22.7,False,Kota Kinabalu
Machinery,64.1,False,Johor Bahru
Documents,1.3,False,Kota Kinabalu
Machinery,37.7,False,Johor Bahru
Electronics,8.7,True,Kota Kinabalu
Documents,1.5,False,Kuching
Clothing,4.8,False,Penang
Food,7.2,True,Johor Bahru
Food,5.6,True,Kota Kinabalu
Machinery,56.9,False,Kuala Lumpur
Documents,0.6,False,Kuching
Machinery,35.5,False,Kuala Lumpur
Clothing,2.1,False,Kuching
Furniture,37.9,True,Penang
Documents,0.7,False,Penang
Clothing,3.6,False,Kuala Lumpur
Food,8.1,True,Kota Kinabalu
Food,1.2,False,Kota Kinabalu
Clothing,2.8,False,Penang
Clothing,1.2,False,Penang
Electronics,15.5,True,Johor Bahru
Machinery,55.5,True,Kota Kinabalu
Machinery,36.4,False,Johor Bahru
Electronics,10.5,True,Johor Bahru
Clothing,4.0,False,Kuching
Food,1.7,False,Penang
Clothing,4.4,False,Johor Bahru
Furniture,43.3,True,Kota Kinabalu
Clothing,4.0,False,Penang
Food,6.0,False,Penang
Electronics,14.8,True,Penang
Clothing,3.7,False,Kota Kinabalu
Documents,1.8,False,Kuala Lumpur
Documents,2.0,False,Kuching
Machinery,69.0,False,Kuala Lumpur
Machinery,68.7,True,Kota Kinabalu
Furniture,44.0,False,Kuching
Electronics,18.0,True,Penang
Food,9.7,False,Kuching
Documents,0.9,False,Penang
Documents,0.8,False,Johor Bahru
Clothing,0.8,False,Penang
Documents,1.1,False,Penang
Documents,2.0,False,Johor Bahru
Documents,1.3,False,Johor Bahru
Electronics,17.1,True,Kuching
Documents,0.8,False,Johor Bahru
Food,6.1,True,Kota Kinabalu
Furniture,43.8,False,Penang
Documents,0.9,False,Penang
Documents,1.8,False,Kuching
Machinery,50.4,False,Kota Kinabalu
Machinery,38.4,False,Kuala Lumpur
Furniture,34.2,True,Kuching
Clothing,3.3,False,Kuala Lumpur
Electronics,18.9,True,Penang
Electronics,9.1,False,Johor Bahru
Machinery,42.6,False,Johor Bahru
Food,5.2,True,Kuala Lumpur
Machinery,64.4,False,Kuching
Furniture,48.4,False,Penang
Electronics,11.5,True,Kuala Lumpur
Furniture,27.2,False,Kuala Lumpur
Documents,1.5,True,Kuala Lumpur
Documents,1.8,False,Kuching
Electronics,15.2,True,Kuching
Documents,1.4,False,Kota Kinabalu
Documents,1.3,False,Kuching
Clothing,1.5,False,Kuching
Food,7.0,False,Kuching
Machinery,33.0,False,Kuching
Furniture,29.7,False,Johor Bahru
Furniture,30.7,False,Kota Kinabalu
Documents,1.5,False,Kuching
Electronics,5.4,True,Kuching
Electronics,7.2,True,Kuching
Clothing,2.5,False,Kuala Lumpur
Food,3.5,True,Kuching
Electronics,12.9,True,Kota Kinabalu
Food,5.5,False,Kuching
Furniture,44.3,False,Kuala Lumpur
Furniture,29.0,False,Kota Kinabalu
Furniture,49.1,False,Kuala Lumpur
Electronics,7.4,True,Kuala Lumpur
Machinery,33.8,False,Kuching
Food,3.4,True,Johor Bahru
Machinery,50.2,False,Penang
Machinery,53.3,True,Kuala Lumpur
Machinery,31.7,False,Johor Bahru
Clothing,4.0,False,Penang
Food,3.6,True,Kuching
Furniture,22.9,False,Johor Bahru
Food,8.5,False,Kuching
Food,7.9,False,Johor Bahru
Furniture,30.6,True,Kuala Lumpur
Clothing,4.0,False,Kuching
Documents,0.7,False,Kuala Lumpur
Electronics,8.8,False,Penang
Furniture,30.3,False,Kuching
Furniture,30.7,False,Kota Kinabalu
Documents,1.2,False,Kuala Lumpur
Furniture,32.0,False,Kuala Lumpur
Electronics,16.2,True,Kota Kinabalu
Machinery,52.9,False,Penang
Food,1.1,False,Kuala Lumpur
Clothing,3.2,False,Johor Bahru
Clothing,0.6,False,Kuching
Documents,1.2,False,Johor Bahru
Clothing,1.5,False,Penang
Documents,1.3,False,Kuching
Electronics,13.5,True,Penang
Furniture,35.6,False,Kuching
Food,1.1,False,Penang
Furniture,42.8,True,Johor Bahru
Furniture,49.4,False,Penang
Clothing,1.8,False,Kuching
Electronics,9.3,False,Kota Kinabalu
Furniture,20.1,False,Johor Bahru
Clothing,2.8,False,Johor Bahru
Electronics,14.2,True,Johor Bahru
Furniture,22.3,False,Kuala Lumpur
Clothing,5.0,True,Kota Kinabalu
Food,7.5,True,Kuala Lumpur
Clothing,1.9,False,Kuching
Machinery,46.6,True,Kuala Lumpur
Clothing,2.6,False,Kuching
Electronics,5.9,True,Kuala Lumpur
Machinery,51.3,False,Kota Kinabalu
Furniture,28.4,False,Kuala Lumpur
Machinery,39.5,False,Penang
Electronics,19.5,True,Kuching
Furniture,34.9,False,Kota Kinabalu
Clothing,2.3,False,Kuala Lumpur
Clothing,1.4,False,Kuching
Furniture,33.9,False,Johor Bahru
Furniture,41.5,False,Penang
Machinery,44.6,False,Johor Bahru
Machinery,30.9,True,Kuching
Food,7.0,True,Kuala Lumpur
Electronics,5.6,False,Penang
Furniture,25.5,False,Johor Bahru
Clothing,4.7,False,Penang
Documents,1.1,False,Kota Kinabalu
Clothing,4.7,True,Johor Bahru
Furniture,36.5,False,Kuching
Machinery,62.8,False,Johor Bahru
Documents,1.1,False,Kuching
Documents,1.3,False,Kota Kinabalu
Machinery,45.7,False,Kuala Lumpur
Machinery,47.6,False,Penang
Documents,1.4,False,Kuching
Documents,1.0,True,Kuala Lumpur
Furniture,40.5,False,Penang
Documents,0.9,False,Penang
Furniture,39.7,False,Kuala Lumpur
Food,2.5,True,Kota Kinabalu
Food,8.3,False,Johor Bahru
Furniture,33.8,True,Kota Kinabalu
Machinery,35.7,True,Penang
Machinery,32.7,True,Kuala Lumpur
Furniture,38.7,False,Kota Kinabalu
Clothing,4.0,False,Kota Kinabalu
Documents,1.3,True,Kuala Lumpur
Food,2.2,True,Johor Bahru
Food,4.3,False,Kota Kinabalu
Machinery,57.2,False,Kota Kinabalu
Documents,1.8,False,Kuala Lumpur
Furniture,48.0,False,Penang
Documents,1.2,False,Kuala Lumpur
Machinery,48.6,True,Kuala Lumpur
Clothing,0.7,False,Johor Bahru
Furniture,37.4,True,Penang
Documents,0.5,False,Kota Kinabalu
Electronics,14.7,True,Penang
Electronics,7.4,True,Penang
Electronics,6.4,True,Kota Kinabalu
Electronics,5.3,True,Kota Kinabalu
Furniture,47.8,False,Kuala Lumpur
Machinery,31.7,False,Penang
Machinery,31.1,True,Kuching
Food,9.3,False,Johor Bahru
Food,5.0,True,Kuala Lumpur
Clothing,5.0,False,Penang
Machinery,46.8,False,Kuala Lumpur
Furniture,25.8,True,Kuala Lumpur
Clothing,1.7,False,Kuching
Electronics,17.2,True,Kuala Lumpur
Machinery,69.2,False,Penang
Machinery,53.4,True,Penang
Machinery,32.7,True,Johor Bahru
Electronics,7.5,True,Kuching
Food,6.7,False,Kuching
Electronics,8.0,True,Johor Bahru
Food,1.4,True,Johor Bahru
Clothing,1.7,False,Johor Bahru
Documents,0.6,False,Johor Bahru
Machinery,63.1,False,Penang
Furniture,23.8,False,Kuching
Documents,1.2,False,Johor Bahru
Food,1.4,False,Johor Bahru
Documents,0.8,False,Kuala Lumpur
Clothing,4.4,False,Kuching
Documents,1.9,True,Kuching
Food,1.7,False,Kuala Lumpur
Clothing,4.8,False,Kuching
Machinery,57.5,False,Johor Bahru
Electronics,18.3,True,Penang
Machinery,44.9,False,Kota Kinabalu
Food,7.0,True,Penang
Clothing,0.7,False,Penang
Clothing,1.0,False,Kota Kinabalu
Clothing,3.0,False,Kota Kinabalu
Food,5.3,False,Johor Bahru
Documents,1.1,False,Kuching
Documents,0.7,False,Kuching
Documents,1.8,False,Kuala Lumpur
Furniture,32.4,False,Kota Kinabalu
Furniture,31.8,False,Johor Bahru
Documents,2.0,True,Johor Bahru
Clothing,0.9,False,Johor Bahru
Documents,1.5,False,Kuching
Electronics,9.8,True,Kuching
Furniture,41.0,False,Johor Bahru
Documents,1.4,True,Kuching
Furniture,30.6,True,Kota Kinabalu
Documents,1.2,False,Kuala Lumpur
Clothing,2.6,False,Kota Kinabalu
Electronics,14.1,True,Kuala Lumpur
Electronics,17.0,True,Johor Bahru
Clothing,4.1,False,Penang
Electronics,9.5,True,Penang
Documents,1.9,False,Kuala Lumpur
Machinery,67.1,False,Kota Kinabalu
Furniture,44.6,True,Kota Kinabalu
Furniture,39.1,False,Kuala Lumpur
Machinery,67.4,False,Kuala Lumpur
Furniture,39.0,True,Kota Kinabalu
Furniture,20.8,False,Kota Kinabalu
Documents,1.0,True,Johor Bahru
Clothing,4.1,False,Kuala Lumpur
Food,7.0,False,Kuching
Electronics,5.6,False,Kota Kinabalu
Furniture,36.2,False,Kota Kinabalu
Food,3.1,True,Kota Kinabalu
Food,9.1,False,Kota Kinabalu
Clothing,3.7,False,Kuala Lumpur
Documents,1.9,False,Penang
Electronics,17.6,True,Penang
Food,8.7,True,Penang
Clothing,1.9,False,Penang
Furniture,38.6,False,Penang
Documents,1.4,False,Penang
Machinery,49.3,False,Kuala Lumpur
Documents,0.6,False,Johor Bahru
Furniture,25.3,False,Kota Kinabalu
Furniture,25.3,True,Kuala Lumpur
Furniture,45.1,False,Kota Kinabalu
Furniture,31.9,False,Penang
Food,3.3,False,Penang
Documents,1.0,False,Penang
Food,7.2,False,Kuala Lumpur
Furniture,20.5,False,Penang
Food,1.3,False,Kota Kinabalu
Documents,1.1,False,Johor Bahru
Electronics,8.4,True,Johor Bahru
Food,1.9,False,Penang
Electronics,13.4,False,Johor Bahru
Clothing,1.4,False,Kuching
Furniture,47.9,True,Kuala Lumpur
Electronics,10.2,True,Kota Kinabalu
Documents,0.8,False,Kuching
Clothing,3.2,False,Kuala Lumpur
Food,1.2,True,Kota Kinabalu
Documents,1.7,False,Kuching
Machinery,45.5,False,Kota Kinabalu
Machinery,39.9,False,Kuching
Machinery,56.3,True,Johor Bahru
Clothing,1.7,False,Kuala Lumpur
Food,6.8,False,Penang
Furniture,27.2,False,Johor Bahru
Clothing,1.9,False,Kota Kinabalu
Food,5.3,True,Johor Bahru
Food,5.7,False,Kota Kinabalu
Clothing,3.2,False,Kota Kinabalu
Food,8.1,True,Kuching
Documents,1.9,False,Kuala Lumpur
Machinery,58.7,True,Penang
Food,1.1,False,Kuching
Clothing,1.3,False,Johor Bahru
Electronics,7.7,True,Kuching
Food,3.2,True,Kota Kinabalu
Food,9.0,True,Kota Kinabalu
Clothing,1.1,False,Kota Kinabalu
Clothing,1.0,False,Kota Kinabalu
Machinery,51.0,False,Johor Bahru
Clothing,1.3,False,Penang
Food,1.2,True,Kuala Lumpur
Food,7.5,False,Kota Kinabalu
Furniture,40.9,False,Kuching
Documents,1.8,False,Kota Kinabalu
Furniture,35.7,True,Kuching
Furniture,45.3,True,Kuching
Clothing,0.8,False,Kota Kinabalu
Furniture,42.1,False,Penang
Electronics,14.0,True,Kuala Lumpur
Furniture,24.0,False,Johor Bahru
Documents,0.5,False,Penang
Documents,1.7,False,Kuching
Electronics,13.9,True,Kuala Lumpur
Clothing,1.7,False,Kota Kinabalu
Documents,1.5,False,Kuala Lumpur
Food,4.9,False,Kuching
Documents,1.2,False,Kuching
Furniture,26.2,False,Kuala Lumpur
Food,3.1,False,Johor Bahru
Food,9.9,True,Johor Bahru
Electronics,8.6,True,Kuala Lumpur
Documents,0.9,False,Penang
Food,4.6,True,Penang
Food,6.8,False,Kota Kinabalu
Machinery,49.3,True,Kota Kinabalu
Electronics,7.3,True,Kuching
Machinery,46.6,False,Kuching
Machinery,69.8,False,Penang
Machinery,40.7,False,Kota Kinabalu
Clothing,3.7,False,Kota Kinabalu
Clothing,2.9,False,Kuching
Machinery,56.0,False,Kuching
Machinery,31.5,False,Kuala Lumpur
Furniture,31.2,True,Penang
Clothing,1.0,False,Kuching
Furniture,33.4,True,Johor Bahru
Furniture,23.8,True,Johor Bahru
Documents,1.4,True,Johor Bahru
Machinery,33.6,True,Penang
Food,8.3,True,Kuala Lumpur
Electronics,13.3,True,Penang
Furniture,21.6,True,Kuala Lumpur
Clothing,2.7,False,Johor Bahru
Electronics,15.4,True,Kuala Lumpur
Machinery,68.0,True,Penang
Clothing,4.5,False,Penang
Electronics,18.4,True,Kota Kinabalu
Documents,1.1,True,Penang
Documents,1.7,False,Penang
Machinery,37.5,False,Penang
Food,2.1,False,Penang
Furniture,46.1,False,Kuching
Clothing,3.6,False,Kota Kinabalu
Machinery,52.9,False,Kota Kinabalu
Electronics,7.3,True,Kuching
Machinery,51.0,False,Johor Bahru
Electronics,19.9,False,Kuching
Documents,1.9,False,Penang
Clothing,2.3,False,Kuala Lumpur
Documents,2.0,False,Kuching
Electronics,17.2,True,Johor Bahru
Clothing,1.1,False,Kota Kinabalu
Furniture,31.1,False,Kota Kinabalu
Electronics,7.4,True,Kuching
Electronics,10.1,True,Kota Kinabalu
Documents,1.3,False,Kuching
Documents,1.2,True,Kuala Lumpur
Furniture,31.1,False,Kota Kinabalu
Electronics,11.1,True,Johor Bahru
Electronics,19.7,False,Kuching
Food,4.3,False,Kuala Lumpur
Machinery,35.5,False,Penang
Clothing,3.7,False,Penang
Furniture,43.4,False,Kuching
Electronics,6.9,True,Kuching
Clothing,0.8,False,Kota Kinabalu
Documents,0.6,True,Kuala Lumpur
Documents,1.1,False,Penang
Furniture,48.1,True,Kuching
Documents,1.1,False,Kota Kinabalu
Documents,2.0,False,Johor Bahru
Documents,1.4,True,Kuala Lumpur
Clothing,4.5,False,Kota Kinabalu
Machinery,57.7,False,Penang
Machinery,31.1,False,Penang
Documents,1.6,False,Kuala Lumpur
Documents,0.8,False,Kuching
Furniture,40.0,False,Penang
Documents,1.2,False,Kota Kinabalu
Electronics,11.2,True,Kota Kinabalu
Furniture,20.4,False,Johor Bahru
Machinery,52.3,False,Kuala Lumpur
Documents,1.2,False,Penang
Clothing,4.6,False,Johor Bahru
Documents,1.0,False,Penang
Clothing,1.2,True,Kota Kinabalu
Electronics,14.9,True,Kuching
Machinery,59.0,False,Penang
Documents,1.9,False,Kuching
Clothing,2.9,False,Johor Bahru
Furniture,34.9,True,Kota Kinabalu
Machinery,39.1,True,Johor Bahru
Machinery,37.0,True,Kota Kinabalu
Clothing,0.8,False,Johor Bahru
